	word	frequency	volumes
39362	luster	55	3.068120975058264e-07
39363	müncheberg	86	3.0674775075567595e-07
39364	lw	363	3.0672464390590903e-07
39365	cuddy	56	3.0670241812913446e-07
39366	hulot	69	3.066491842673713e-07
39367	beechwood	51	3.0630869218839507e-07
39368	uncomplicated	80	3.0598633316003543e-07
39369	vali	107	3.0596913802583003e-07
39370	atchison	61	3.0595074917982856e-07
39371	acne	251	3.0587662536163407e-07
39372	cmt	68	3.058396202959557e-07
39373	modality	77	3.056591140193632e-07
39374	pohl	289	3.0539715112354315e-07
39375	crowes	53	3.053269779229595e-07
39376	ghosh	98	3.053223167626129e-07
39377	hedren	64	3.0528039474120305e-07
39378	ob	183	3.052355737054313e-07
39379	artanis	105	3.0481493240586133e-07
39380	seacology	69	3.0452929422608577e-07
39381	labored	68	3.044857521672384e-07
39382	roque	58	3.044090988169046e-07
39383	mitzeee	56	3.038965417090367e-07
39384	waldmann	61	3.03557669667498e-07
39385	intestine	302	3.0326830824378703e-07
39386	horsham	82	3.031722712876217e-07
39387	shoten	71	3.030277753168775e-07
39388	stanfield	68	3.0277240625764534e-07
39389	sibelius	416	3.0226004810174345e-07
39390	weasel	280	3.018570282620203e-07
39391	indoctrination	74	3.0140338935780164e-07
39392	huang	189	3.0124019190225226e-07
39393	bueno	92	3.005342534834199e-07
39394	niobium	161	3.0048926191739156e-07
39395	graciously	62	3.004540474194073e-07
39396	siti	106	3.0042224352655467e-07
39397	vérité	70	3.003680717483803e-07
39398	porridge	78	2.9989610084157903e-07
39399	houser	81	2.9987151606292173e-07
39400	antimony	285	2.99681090609738e-07
39401	orbison	85	2.993714645072032e-07
39402	kari	62	2.989660288221785e-07
39403	devour	68	2.9883977958888863e-07
39404	synchrotron	78	2.9877080010010104e-07
39405	zapp	53	2.985138962685596e-07
39406	terrans	60	2.9832978043486946e-07
39407	tricolor	119	2.982484090807702e-07
39408	synthesised	77	2.9814972890562785e-07
39409	horned	361	2.980160900278861e-07
39410	solubility	117	2.979666646751866e-07
39411	inez	122	2.9796296985296067e-07
39412	ohm	85	2.9781807597828447e-07
39413	waddington	183	2.978163990974281e-07
39414	genelia	52	2.9770336595902336e-07
39415	wagnerian	61	2.9750125918326376e-07
39416	neutrino	176	2.9678744795091916e-07
39417	ramona	111	2.9671272727682663e-07
39418	terran	163	2.9650766464328626e-07
39419	muncy	104	2.965020087231096e-07
39420	wirt	50	2.9633181952704035e-07
39421	zuko	61	2.962764540370699e-07
39422	bonnet	320	2.9625610409311776e-07
39423	fryatt	51	2.960307483590441e-07
39424	sinful	86	2.960222502679244e-07
39425	baxendale	63	2.9600025186482526e-07
39426	montalbán	55	2.9599911499644804e-07
39427	benign	209	2.9572794346677256e-07
39428	lem	176	2.957135905035102e-07
39429	magick	59	2.9556582603618153e-07
39430	pima	52	2.953173066089221e-07
39431	rarebit	94	2.952280624413106e-07
39432	popper	58	2.951788076188677e-07
39433	lochner	85	2.949874442492728e-07
39434	uttanka	113	2.948670498881256e-07
39435	seung	62	2.94673924372546e-07
39436	neerja	56	2.9445874361044844e-07
39437	hankey	158	2.944578909591655e-07
39438	fractal	71	2.9437507009788533e-07
39439	telepathic	77	2.9427991421471233e-07
39440	crawled	67	2.942417438589473e-07
39441	ludgate	54	2.9382084676399245e-07
39442	bruckner	60	2.9373370580287883e-07
39443	mufti	55	2.9351920716180757e-07
39444	missoula	273	2.932089557816653e-07
39445	gecko	79	2.9298840331648535e-07
39446	hypoxia	65	2.9274150392666343e-07
39447	gonad	69	2.924195143805264e-07
39448	triceratops	172	2.92336153506767e-07
39449	karthik	177	2.9185338235038216e-07
39450	bhardwaj	144	2.9161273573663493e-07
39451	roxas	173	2.9120116096237325e-07
39452	salvadoran	64	2.9114451649547846e-07
39453	heidenreich	53	2.911045271503099e-07
39454	minnelli	57	2.9019287239862024e-07
39455	striptease	79	2.900625304391724e-07
39456	horii	104	2.8983606625843095e-07
39457	lauer	72	2.8980457500438206e-07
39458	paraceratherium	61	2.897299395954178e-07
39459	recycle	61	2.8952447905794543e-07
39460	champollion	196	2.894731210290047e-07
39461	unpalatable	82	2.8890332259834395e-07
39462	algebraic	175	2.8883582103844674e-07
39463	diarrhea	208	2.8858221412519924e-07
39464	kfc	278	2.885423384668684e-07
39465	kryptonian	65	2.8853352773694496e-07
39466	gravemind	84	2.884715968320961e-07
39467	gaillard	83	2.883921297325287e-07
39468	anesthetic	99	2.8830905307586363e-07
39469	conjectured	116	2.8811555807806144e-07
39470	mephedrone	153	2.881092484585679e-07
39471	raspy	56	2.8796972628697404e-07
39472	hannigan	93	2.879436067360075e-07
39473	pharmacology	77	2.877706606341235e-07
39474	tiga	56	2.872699838007975e-07
39475	kcal	51	2.870823720968474e-07
39476	sullen	53	2.870281718969636e-07
39477	soaking	65	2.866903230369644e-07
39478	shen	489	2.866646298116393e-07
39479	theodicy	129	2.866099464426952e-07
39480	xenosaga	64	2.8656512540692347e-07
39481	hambleton	131	2.8626109838114644e-07
39482	ehrlich	61	2.8621988690247235e-07
39483	chandralekha	98	2.861775669771305e-07
39484	slammy	56	2.8589363409992075e-07
39485	yucca	110	2.854985439171287e-07
39486	spectrometer	144	2.8541634833345597e-07
39487	ribbed	57	2.852835336852877e-07
39488	duerr	64	2.851203362297383e-07
39489	melua	96	2.850561884315539e-07
39490	thorium	496	2.850518114883016e-07
39491	cautionary	103	2.8478743274718e-07
39492	squabble	55	2.842658943791321e-07
39493	aphelion	72	2.840938293502404e-07
39494	brockway	95	2.839616399796796e-07
39495	slashdot	72	2.8382734740262094e-07
39496	shanty	85	2.838108343894419e-07
39497	unsophisticated	53	2.8370826044010755e-07
39498	dakotan	61	2.8309261779213557e-07
39499	unaided	85	2.829708591889357e-07
39500	phellodon	54	2.8293874265727936e-07
39501	bakar	193	2.8293229092923866e-07
39502	presidente	75	2.828432457135932e-07
39503	borislow	57	2.827378011716064e-07
39504	soledad	55	2.826752449891501e-07
39505	kantian	64	2.826458853633085e-07
39506	coiled	94	2.8253751338525035e-07
39507	ghostwriter	52	2.824814657742536e-07
39508	echolocation	65	2.824564262482454e-07
39509	druckmann	135	2.8234654791958747e-07
39510	kurosawa	64	2.820792985858134e-07
39511	apoplexy	67	2.819647306750994e-07
39512	amx	262	2.819370195084048e-07
39513	pannonian	71	2.817295410295628e-07
39514	arnim	54	2.816749997691659e-07
39515	glittering	75	2.816282744788623e-07
39516	keibler	121	2.8145399255663506e-07
39517	heparin	91	2.813761739162146e-07
39518	clouzot	136	2.8124497930548387e-07
39519	hamster	211	2.812299726429046e-07
39520	gigha	60	2.807425403261732e-07
39521	reactivity	133	2.8068015467397345e-07
39522	ramesses	64	2.8063760737495613e-07
39523	nitride	188	2.8052815537193965e-07
39524	pomegranate	88	2.8036501475980913e-07
39525	symptomatic	125	2.803078018587257e-07
39526	sachin	53	2.8024498988088453e-07
39527	kohlberg	83	2.8022921583215066e-07
39528	possessive	91	2.801586731493444e-07
39529	iqa	64	2.8007264063489856e-07
39530	yum	59	2.799764899918955e-07
39531	asami	69	2.799733067604393e-07
39532	vegan	67	2.7984248163193115e-07
39533	ayala	82	2.793950386603683e-07
39534	openbsd	78	2.7928899726248346e-07
39535	entranceway	57	2.791393569623324e-07
39536	carabane	97	2.790611119962705e-07
39537	acyl	67	2.789485620269261e-07
39538	ketogenic	105	2.7867201879416825e-07
39539	solis	162	2.7864862772730703e-07
39540	asser	135	2.7864703611157893e-07
39541	stenhouse	74	2.7860266982315807e-07
39542	uterine	148	2.7854554218720295e-07
39543	adenine	79	2.7800763291452313e-07
39544	schrader	56	2.779238457151223e-07
39545	walmer	61	2.776086205358297e-07
39546	bloet	62	2.7746199293687823e-07
39547	inga	59	2.7700696136889746e-07
39548	parseghian	96	2.766624334071821e-07
39549	positron	114	2.766460909242596e-07
39550	delirious	78	2.7661414492285985e-07
39551	haruka	51	2.7636630761662673e-07
39552	iban	53	2.7620478704193374e-07
39553	gazetteer	53	2.760573067916994e-07
39554	fallin	59	2.759599340151908e-07
39555	sedge	120	2.7544143677005195e-07
39556	wile	58	2.753828596269159e-07
39557	nectar	390	2.75087558065934e-07
39558	gott	172	2.7505871003086213e-07
39559	canard	58	2.746911889062176e-07
39560	colbeck	73	2.746571112766105e-07
39561	timmy	197	2.744395430909208e-07
39562	femininity	128	2.736607029873994e-07
39563	fragilis	83	2.736066733177722e-07
39564	psychoactive	81	2.7339177677276894e-07
39565	quark	363	2.7337821961737063e-07
39566	crystallis	50	2.732369352997921e-07
39567	blanton	53	2.731853498971759e-07
39568	kogen	62	2.730431560848956e-07
39569	samuelsson	78	2.7298636950945365e-07
39570	conch	148	2.7292804816170246e-07
39571	chronometer	66	2.727995251916582e-07
39572	wheelbase	99	2.727199159835436e-07
39573	speckle	50	2.7263564561508247e-07
39574	ngok	50	2.726296770561021e-07
39575	halych	71	2.725005003867409e-07
39576	mah	52	2.7249373601989646e-07
39577	sabino	62	2.7243709155300166e-07
39578	pluton	64	2.724251544350409e-07
39579	schuylkill	105	2.722397027810075e-07
39580	ilya	74	2.721166652008833e-07
39581	winnie	140	2.717808058605442e-07
39582	mieszko	111	2.717274298902339e-07
39583	neuronal	82	2.7160436388840026e-07
39584	shawl	59	2.715090658966801e-07
39585	guandique	55	2.710438877784327e-07
39586	brahman	193	2.709214186324971e-07
39587	phallic	148	2.708353576963418e-07
39588	bryozoan	122	2.708010242713499e-07
39589	beal	55	2.705155282001215e-07
39590	delusional	77	2.703842767459719e-07
39591	hazlitt	329	2.703334587295103e-07
39592	welland	138	2.700930394894385e-07
39593	mersea	67	2.70011383918245e-07
39594	juggernaut	81	2.6984713485944667e-07
39595	soundscapes	57	2.6962950983033807e-07
39596	mahé	63	2.6961257049151754e-07
39597	deng	120	2.695246337225399e-07
39598	kohler	60	2.6945832587443874e-07
39599	sloth	238	2.6943880016006005e-07
39600	vented	60	2.686001323581877e-07
39601	vitalogy	69	2.6846004175240523e-07
39602	waveguide	250	2.68358661514867e-07
39603	reza	77	2.682926663055696e-07
39604	vegetarianism	70	2.6783121143125754e-07
39605	dunst	118	2.6767418148665456e-07
39606	chico	234	2.676131884982169e-07
39607	sind	88	2.6752002213470405e-07
39608	juliette	139	2.6726146984401566e-07
39609	ankylosaurus	69	2.670122967174393e-07
39610	caracalla	55	2.669570449143066e-07
39611	bate	64	2.669461025561759e-07
39612	datuk	54	2.6693211907513614e-07
39613	tamarin	128	2.668544709649723e-07
39614	kerrigan	482	2.668132594862982e-07
39615	syed	77	2.6669926000977284e-07
39616	reuleaux	114	2.66646111413138e-07
39617	strepsirrhine	83	2.665746876573394e-07
39618	rolex	50	2.6650630502444983e-07
39619	dohring	88	2.6592513791001693e-07
39620	indistinct	148	2.657654363247275e-07
39621	belting	78	2.6544907427705766e-07
39622	nematode	193	2.65330101001382e-07
39623	kaaba	52	2.652139983183588e-07
39624	debian	179	2.650263866144087e-07
39625	zlatoust	54	2.650253634328692e-07
39626	genitalia	157	2.650119768077275e-07
39627	scarface	64	2.650041324159247e-07
39628	jt	59	2.648661734383495e-07
39629	buchenwald	54	2.6475103709344694e-07
39630	hazmi	59	2.64743448497029e-07
39631	symphonia	82	2.6465636437933426e-07
39632	holbrook	85	2.6451377266312193e-07
39633	narada	70	2.644562755449442e-07
39634	bernd	66	2.642767640281818e-07
39635	parsley	97	2.6422941346027073e-07
39636	encephalopathy	116	2.6410847908664437e-07
39637	griese	78	2.637193574628327e-07
39638	elsinore	54	2.635121916227945e-07
39639	ornithischian	111	2.6328939384256955e-07
39640	mendicant	53	2.6315962031731033e-07
39641	mileena	231	2.6312272893846966e-07
39642	sunspot	72	2.6309913891964243e-07
39643	eugenides	82	2.6277791675966e-07
39644	idina	68	2.62707260390016e-07
39645	lydon	64	2.6222465976388776e-07
39646	vizzini	105	2.620973873490584e-07
39647	balakirev	138	2.6188277502114943e-07
39648	calusa	59	2.6158124910580227e-07
39649	tranter	67	2.612040645999514e-07
39650	capo	141	2.611313618672284e-07
39651	diuretic	52	2.607603164506145e-07
39652	fluoridation	126	2.606971634122601e-07
39653	goya	177	2.6051398549498117e-07
39654	guyon	59	2.6037662337330403e-07
39655	cotyledon	77	2.602803022000444e-07
39656	mcnichol	50	2.602128006401472e-07
39657	paoli	104	2.600773427730019e-07
39658	veda	208	2.5991195684582635e-07
39659	gazeta	55	2.5985445972764865e-07
39660	arachnid	52	2.5983288765019097e-07
39661	reacts	330	2.5955552018785966e-07
39662	sturm	63	2.594555326140835e-07
39663	fegelein	117	2.5911774059750314e-07
39664	faris	55	2.590876135855069e-07
39665	mcnary	107	2.5906044243129145e-07
39666	iolanthe	75	2.5903005962391035e-07
39667	anesthesia	96	2.5899052502609266e-07
39668	specializes	147	2.5893965016621223e-07
39669	agrippa	109	2.586758114375698e-07
39670	stubby	58	2.586422453987325e-07
39671	trost	65	2.583333866823523e-07
39672	iniki	51	2.583190905625088e-07
39673	misaki	64	2.5809720227698563e-07
39674	nothomyrmecia	110	2.579441513717029e-07
39675	iloilo	87	2.5783987211980275e-07
39676	baboon	168	2.576638848950097e-07
39677	androgen	53	2.5747817744559143e-07
39678	technetium	177	2.574666382315627e-07
39679	mtn	58	2.5720871121848177e-07
39680	exoperidium	50	2.57167982908868e-07
39681	finney	103	2.56986055546804e-07
39682	schoenberg	79	2.569652224337915e-07
39683	sigmund	139	2.5685326932034513e-07
39684	bardot	53	2.566740135989676e-07
39685	desirability	55	2.565856789260579e-07
39686	portnoy	119	2.56580534596651e-07
39687	crombie	51	2.565753902672441e-07
39688	garuda	94	2.5651937107795675e-07
39689	gnostic	52	2.562386782756221e-07
39690	hemp	121	2.561861549565947e-07
39691	saraswati	50	2.5615022991587466e-07
39692	centipede	120	2.5612629883653426e-07
39693	lochte	145	2.561224050623423e-07
39694	conundrum	51	2.5572333584023e-07
39695	gené	50	2.5547080895194085e-07
39696	moondance	55	2.5517056201351807e-07
39697	hcl	85	2.551387012772466e-07
39698	nuthatch	283	2.5503481992927846e-07
39699	beekeeper	68	2.550333704220975e-07
39700	swirling	92	2.5480045451331534e-07
39701	gilly	196	2.547088797655306e-07
39702	uí	129	2.5450319185438275e-07
39703	overcoat	68	2.544214510180609e-07
39704	erectus	53	2.543217192396696e-07
39705	sardinian	58	2.5431421590838e-07
39706	umbo	81	2.543110610986332e-07
39707	swinburne	57	2.5417480742362386e-07
39708	neurotransmitter	165	2.541180776916008e-07
39709	larrea	52	2.5411105752937146e-07
39710	postmortem	74	2.5406066583855136e-07
39711	murasaki	169	2.538562569043279e-07
39712	kaif	162	2.537211969411146e-07
39713	melodically	67	2.5348322196805384e-07
39714	saitō	88	2.534798113629222e-07
39715	aloe	80	2.533382144065399e-07
39716	maligned	51	2.5309913098681136e-07
39717	lillard	81	2.530013887280802e-07
39718	tanning	94	2.527771130189649e-07
39719	danforth	100	2.5266211878260947e-07
39720	chulainn	93	2.525828790567175e-07
39721	amuro	53	2.5237267209377023e-07
39722	equivalently	67	2.5227305400221667e-07
39723	loa	208	2.5225742206202995e-07
39724	boganda	68	2.5218284349648457e-07
39725	lila	106	2.521376245567808e-07
39726	placebo	85	2.521236979191599e-07
39727	tt	53	2.5212105470018287e-07
39728	meckiff	194	2.5207128828697023e-07
39729	olmstead	69	2.520429234209587e-07
39730	partington	54	2.519424526781222e-07
39731	lawrencium	99	2.5165141437355487e-07
39732	velociraptor	161	2.5154633931379067e-07
39733	chambersburg	99	2.5101050482589926e-07
39734	acra	73	2.5096167632909783e-07
39735	tabard	56	2.508671457235323e-07
39736	nonzero	70	2.5070809783755976e-07
39737	popularization	56	2.506048417671991e-07
39738	sörenstam	56	2.5042587026291585e-07
39739	treadmill	57	2.5041990170393547e-07
39740	troutman	52	2.500993900866888e-07
39741	separator	68	2.4912435492296936e-07
39742	matangi	60	2.490801591648051e-07
39743	hesperus	53	2.4899750883378147e-07
39744	quagga	116	2.4899608774830995e-07
39745	eastgate	70	2.4884036520234076e-07
39746	stopband	61	2.4865815362318244e-07
39747	brachiopod	204	2.486389405476075e-07
39748	patriarchy	71	2.4827855327202997e-07
39749	anak	137	2.481251897279435e-07
39750	cyanobacteria	68	2.480071259469696e-07
39751	koechlin	172	2.4797068931547983e-07
39752	ranavalona	246	2.478770682046161e-07
39753	cutlery	51	2.4778253759905056e-07
39754	macnamara	65	2.477640919096302e-07
39755	okafor	178	2.476240297255572e-07
39756	hargreaves	75	2.4735140868870076e-07
39757	boisterous	85	2.471552136285027e-07
39758	decipherment	74	2.4686147526153945e-07
39759	taoist	138	2.462818429194158e-07
39760	emits	164	2.4607382442809467e-07
39761	orochimaru	122	2.46047562768581e-07
39762	jenova	65	2.4599873427177954e-07
39763	magnetite	60	2.4599640369160625e-07
39764	boisselier	62	2.4585850155744993e-07
39765	rainha	77	2.4575979296059813e-07
39766	rooksby	69	2.4572324264227063e-07
39767	intestinal	163	2.4561100531172997e-07
39768	clarisse	53	2.4559275857427565e-07
39769	beryllium	347	2.452896410432004e-07
39770	kejache	69	2.4518180907762144e-07
39771	buccal	55	2.451761815791542e-07
39772	bewick	204	2.45068662252379e-07
39773	shyshark	52	2.450041733936814e-07
39774	doh	54	2.448093709972454e-07
39775	furred	56	2.4479535909449623e-07
39776	duilio	98	2.44753806555309e-07
39777	sasanian	57	2.4441442292300053e-07
39778	cafés	79	2.4424645062026684e-07
39779	usgamer	52	2.442003221858613e-07
39780	amorphous	101	2.4401106202276424e-07
39781	mcneill	127	2.437931243548519e-07
39782	grs	67	2.4373522933274216e-07
39783	sevigny	198	2.4363902184632025e-07
39784	marimba	61	2.4362040562664333e-07
39785	greinke	83	2.435430701552832e-07
39786	glenlivet	50	2.434390182770585e-07
39787	tourette	159	2.4343393079107045e-07
39788	converter	130	2.4319004410244816e-07
39789	slavonski	53	2.431559664728411e-07
39790	lucía	100	2.4287390942845377e-07
39791	frelimo	63	2.4285097310894344e-07
39792	ayane	163	2.426539538191719e-07
39793	weirdness	68	2.4260606323878164e-07
39794	fingered	55	2.4247145802291925e-07
39795	demotic	66	2.4213500182668213e-07
39796	adhesion	72	2.420828195681679e-07
39797	pragmatism	58	2.4194525849452475e-07
39798	phosphorylation	103	2.419193947389431e-07
39799	paucity	72	2.418991300601192e-07
39800	oligonucleotide	84	2.418760516320617e-07
39801	tyrwhitt	50	2.4185112579289125e-07
39802	buttler	114	2.4184421931749966e-07
39803	operculum	69	2.4173445467567944e-07
39804	hedwig	65	2.414830646557675e-07
39805	collegium	50	2.414243454040843e-07
39806	armero	67	2.4110545382427517e-07
39807	lucid	93	2.408754085081455e-07
39808	polecat	185	2.407950319138763e-07
39809	capuchin	143	2.407653880709404e-07
39810	lepidoptera	172	2.4072338078440225e-07
39811	glyndebourne	57	2.4068825155154627e-07
39812	takanohana	53	2.406515307029622e-07
39813	bachata	95	2.402873633400304e-07
39814	geastrum	91	2.400629171006585e-07
39815	titania	111	2.4000749476726924e-07
39816	ordinal	70	2.398013521087705e-07
39817	sarsgaard	104	2.397926550656848e-07
39818	alboin	119	2.395798617271794e-07
39819	rukia	97	2.3947981730998436e-07
39820	ricardio	55	2.3925426262394467e-07
39821	ying	101	2.3903211854303663e-07
39822	jalal	70	2.389767530530662e-07
39823	magoffin	91	2.389409416991839e-07
39824	thetis	91	2.3892638978395553e-07
39825	giddy	58	2.388482300830219e-07
39826	mclain	62	2.388345876624953e-07
39827	whithouse	51	2.388053985669103e-07
39828	epithelial	60	2.385966695328534e-07
39829	inedible	121	2.385761774803541e-07
39830	landforms	54	2.3853249331295956e-07
39831	camiroaga	72	2.385074822086608e-07
39832	riverina	154	2.3829923634366423e-07
39833	powerpuff	83	2.3803573867553496e-07
39834	rubbed	89	2.3791729120148375e-07
39835	obstructive	78	2.379027534971101e-07
39836	kroll	73	2.378555592486009e-07
39837	virgo	85	2.3774036606027948e-07
39838	tosh	68	2.3746753186060232e-07
39839	mehta	56	2.3729117515358666e-07
39840	marginata	132	2.3726788356270845e-07
39841	belyayev	71	2.368369820260341e-07
39842	folkman	98	2.3671167070915544e-07
39843	ocarina	156	2.366979003909364e-07
39844	heracles	67	2.3668502535656444e-07
39845	minimalism	75	2.3646911984087637e-07
39846	maia	74	2.3646234126317722e-07
39847	bømlo	53	2.3639402968456125e-07
39848	purist	69	2.363609041822201e-07
39849	wurz	90	2.3636022206119378e-07
39850	sinosauropteryx	53	2.3610226662640343e-07
39851	artful	74	2.3608109245287778e-07
39852	jpl	54	2.360795150480044e-07
39853	bruton	52	2.359663113793431e-07
39854	bostic	69	2.3591410069911944e-07
39855	marrow	145	2.3591006481638033e-07
39856	spacetime	239	2.3586640907069523e-07
39857	latch	62	2.3565910112210986e-07
39858	hartebeest	170	2.3563303841456218e-07
39859	raspberry	133	2.355651815832971e-07
39860	mendel	87	2.3555709560696414e-07
39861	christiania	60	2.353469170657263e-07
39862	humus	67	2.3524526682194846e-07
39863	rutherfordium	55	2.352078212197739e-07
39864	lactic	61	2.3512325242336374e-07
39865	dann	64	2.3482209599023918e-07
39866	waldman	56	2.3470856547191943e-07
39867	waziristan	114	2.3459914189061237e-07
39868	gundam	138	2.345076524079559e-07
39869	mouna	53	2.3413468852595543e-07
39870	dazzle	167	2.3402485282986163e-07
39871	commutative	117	2.3396749782023107e-07
39872	protozoa	61	2.3386400016534026e-07
39873	mcevilly	53	2.3374180102564424e-07
39874	kujau	68	2.33651547887348e-07
39875	stoat	51	2.3359896772490174e-07
39876	thumbelina	60	2.335103062023336e-07
39877	laffoon	133	2.3347313060639863e-07
39878	fungorum	62	2.334390671876463e-07
39879	yemeni	80	2.3320475861510204e-07
39880	tula	64	2.3300911777823785e-07
39881	narayana	99	2.3253585368365748e-07
39882	hinoue	65	2.3236671609083714e-07
39883	sana	78	2.3225858569730917e-07
39884	connick	53	2.3209805988244625e-07
39885	geschwader	64	2.3202989041237743e-07
39886	circumstellar	55	2.3191240927644685e-07
39887	skyhawk	54	2.3174085583832493e-07
39888	potash	64	2.3171257623744168e-07
39889	marginalised	59	2.31697541153153e-07
39890	zong	79	2.313683040711112e-07
39891	saddest	65	2.3134182924877678e-07
39892	pasty	152	2.3130280624172883e-07
39893	runnel	100	2.312308993168699e-07
39894	takei	84	2.3110061420084094e-07
39895	kinabalu	164	2.3109751623451302e-07
39896	sumerian	96	2.310547699835297e-07
39897	heinlein	71	2.309783155851619e-07
39898	personalized	55	2.3096929169241776e-07
39899	gorgosaurus	117	2.3081427968918433e-07
39900	agrippina	106	2.3074119326338405e-07
39901	poppea	62	2.3067343590810196e-07
39902	sublingua	50	2.3063273602019763e-07
39903	baryonyx	62	2.305771005239876e-07
39904	secord	102	2.3052741937590326e-07
39905	tetra	60	2.3047114439123106e-07
39906	manhunter	57	2.3046411001814704e-07
39907	earthstar	66	2.3043861574478797e-07
39908	spacex	82	2.3036653828967246e-07
39909	complies	52	2.3031492446534685e-07
39910	liverwort	92	2.302648596241852e-07
39911	charizard	112	2.3009187088973704e-07
39912	mcguinn	247	2.293345460202545e-07
39913	polysaccharide	70	2.2922586140339263e-07
39914	grint	87	2.2921821596355585e-07
39915	powerbook	74	2.291946117338739e-07
39916	waveform	50	2.291533007792168e-07
39917	godrich	75	2.2914893804681924e-07
39918	prinzess	56	2.291462948278422e-07
39919	litany	57	2.2898706220075837e-07
39920	buzzing	68	2.288272469286312e-07
39921	chia	54	2.283868525410071e-07
39922	falco	174	2.2836857738184335e-07
39923	elasticity	145	2.2814914757418592e-07
39924	goldschmidt	102	2.2814413114247145e-07
39925	balah	79	2.279712276731516e-07
39926	bream	107	2.279353452649957e-07
39927	sterol	56	2.2784517739182775e-07
39928	perrins	68	2.2747238404008385e-07
39929	tasted	65	2.270495258471783e-07
39930	magnificat	197	2.268428431762004e-07
39931	rhizomorph	65	2.2676950095501525e-07
39932	tadid	58	2.2656048770386406e-07
39933	christiansen	65	2.264071241597776e-07
39934	irritant	69	2.258746576444537e-07
39935	wesker	71	2.258500870766511e-07
39936	güell	67	2.2578440450615744e-07
39937	kar	65	2.2536428900821193e-07
39938	odex	92	2.2532559285082243e-07
39939	nsaid	61	2.2515675368595112e-07
39940	thrud	67	2.2508805841425783e-07
39941	gesellschaft	66	2.2481624739612016e-07
39942	malmedy	50	2.245621146812482e-07
39943	moulder	54	2.2445655645242368e-07
39944	phantasmagoria	96	2.2438165103721985e-07
39945	vaishnava	137	2.2437394875396421e-07
39946	fakih	51	2.2429094315157272e-07
39947	leibniz	141	2.2423746770527941e-07
39948	qe	84	2.24111545321648e-07
39949	paynter	93	2.240963823396669e-07
39950	toulmin	80	2.23980563873738e-07
39951	trampling	52	2.239739416154407e-07
39952	asw	65	2.237179899111652e-07
39953	yuki	171	2.236499341279341e-07
39954	antônio	51	2.2352753603627207e-07
39955	tantra	114	2.2340776695273235e-07
39956	inhibits	151	2.232729343631945e-07
39957	bela	128	2.2320205061987508e-07
39958	cantrell	55	2.2315862224786542e-07
39959	crafty	55	2.229792954722143e-07
39960	taman	68	2.2287893841621553e-07
39961	odour	152	2.2280583777956053e-07
39962	compsognathus	68	2.2269155408594088e-07
39963	kreia	60	2.2264143240136036e-07
39964	thiệu	82	2.2260618948166666e-07
39965	nvc	75	2.2256352849581162e-07
39966	ismailia	77	2.2228014984193578e-07
39967	amrita	50	2.2218583239919099e-07
39968	priam	59	2.2213730233033857e-07
39969	reticle	70	2.2211781924852403e-07
39970	penticton	63	2.2210765848740266e-07
39971	rootes	64	2.2200325133781007e-07
39972	driberg	159	2.2182842940310366e-07
39973	digested	79	2.216019652223622e-07
39974	catatonia	62	2.215711134567755e-07
39975	fujiwara	101	2.2155020928948943e-07
39976	jains	157	2.212545950897038e-07
39977	beshear	210	2.2119385789665102e-07
39978	detachable	50	2.2066205929149874e-07
39979	ketl	106	2.2024956081168057e-07
39980	carcinoma	183	2.1976529751555063e-07
39981	andrić	164	2.1963958829473995e-07
39982	lantha	209	2.1937457006515615e-07
39983	lakshmana	69	2.1913766090619902e-07
39984	enchanting	78	2.188907757272318e-07
39985	afroyim	59	2.188807570746576e-07
39986	pupa	154	2.1879080236431037e-07
39987	kreuk	88	2.1858183174572332e-07
39988	coloman	209	2.1848596531981457e-07
39989	spp	262	2.184005580829762e-07
39990	pentagonal	53	2.181923690613985e-07
39991	aniston	191	2.1816364892401907e-07
39992	kamp	58	2.1782354053812014e-07
39993	β	426	2.1765970359410858e-07
39994	cyclol	89	2.172287878465795e-07
39995	stupa	77	2.1703083064039674e-07
39996	brummer	56	2.169511503780086e-07
39997	meitnerium	50	2.1692052598609735e-07
39998	ehrhoff	79	2.1675013783806207e-07
39999	bao	54	2.1662759763785289e-07
40000	hummel	167	2.164043877428412e-07
40001	ziggy	63	2.1629132618272706e-07
40002	kinman	65	2.1619561607622018e-07
40003	houseguest	165	2.161758203556019e-07
40004	adder	68	2.1597223565095192e-07
40005	noether	213	2.159100489507182e-07
40006	sahib	60	2.1586599530110107e-07
40007	kulintang	114	2.1579765530077566e-07
40008	komodo	133	2.1569518082742434e-07
40009	narthex	69	2.156260734409443e-07
40010	liliaceae	52	2.1561723428931145e-07
40011	kain	195	2.1551670670305612e-07
40012	venting	52	2.154386322672508e-07
40013	fudge	79	2.150075886220293e-07
40014	uka	100	2.1439784347876412e-07
40015	stax	97	2.1409216799384012e-07
40016	gigas	75	2.1401807259735506e-07
40017	muncie	53	2.1387523929661256e-07
40018	purkinje	51	2.1370479430515843e-07
40019	zidane	70	2.135990513352226e-07
40020	flournoy	145	2.1358070512178529e-07
40021	obovate	55	2.1351188195239956e-07
40022	tecmo	76	2.132025969103779e-07
40023	fairley	98	2.1309465125796123e-07
40024	ramesh	61	2.1288768436988903e-07
40025	calculator	181	2.1277989503687422e-07
40026	polymorphism	99	2.1263363692014536e-07
40027	komam	56	2.125801046304332e-07
